Date,Open,High,Low,Close,Volume,Return,MA_5,MA_10,MA_20,Volatility,Target
2015-01-30,25.949108123779297,26.578122887687968,25.88044682392785,26.223748253810438,334982000,0.017881228950352712,25.626192592308634,24.91456235302924,24.621094509376,0.02398348059787155,0
2015-02-02,26.274696350097656,26.39429814064602,25.709912088376672,26.146236669694193,250956400,-0.0029557782268971877,25.817112224171474,25.158638422379955,24.694848612033642,0.024688560416629132,1
2015-02-03,26.279125213623047,26.376577203589342,26.04878122769849,26.24590221463348,207662800,0.003811850485343715,26.086436234792586,25.39474075079333,24.80791636979209,0.022543375503644627,1
2015-02-04,26.480676651000977,26.6910878633719,26.203821126664508,26.2459037070971,280598800,5.686463366849637e-08,26.12497273899104,25.606258285043605,24.940364132518805,0.010670972912012721,1
2015-02-05,26.669681549072266,26.734165723731444,26.51625362672937,26.687468941440304,168984800,0.016824158134200573,26.309851957335106,25.83291804213244,25.08758102181637,0.00965832785417346,1
2015-02-06,26.44510269165039,26.738615912814105,26.338369840108527,26.68747269934462,174826400,1.4081156685108454e-07,26.40259684644194,26.014394719375286,25.212317496361102,0.0078070419919666805,0
2015-02-09,26.62076187133789,26.647443807587482,26.33391918142884,26.36060281413928,155559200,-0.012248064434118078,26.445470075330956,26.131291149751217,25.28261549448616,0.010410636371932517,1
2015-02-10,27.132184982299805,27.161092674695414,26.718599709283218,26.720822072959173,248034000,0.013665061507116993,26.540454046996093,26.313445140894338,25.371699564123684,0.011760653620440301,1
2015-02-11,27.768129348754883,27.777023892483754,27.23891672034267,27.298952769936612,294247200,0.02163596222447417,26.751063859564,26.43801829927752,25.50264670444127,0.013873328743485363,1
2015-02-12,28.119457244873047,28.346263877299908,27.921558304762623,28.030513500714687,297898000,0.026798124343572427,27.019672771418875,26.66476236437699,25.696639275971837,0.016015417589177326,1
2015-02-13,28.25732421875,28.301795249028654,27.939351432520557,28.301795249028654,217088800,0.009678086999977742,27.342537281355682,26.87256706389881,25.89356470846402,0.015065890735578551,1
2015-02-17,28.424089431762695,28.657566551525495,28.22174236844016,28.34848665436432,252609600,0.00164976832475916,27.740114049400688,27.092792062365824,26.125715242372888,0.009887749662492097,1
2015-02-18,28.621986389160156,28.635327356291665,28.339590144164582,28.379614742019832,179566800,0.0010980511247404845,28.07187258321282,27.30616331510446,26.350452032948898,0.01165181744912451,1
2015-02-19,28.56195831298828,28.6909266937872,28.53527636969285,28.568628798812142,149449600,0.0066602051687632,28.325807788987923,27.53843582427596,26.572347054659787,0.010476378179513935,1
2015-02-20,28.795434951782227,28.795434951782227,28.473015702335196,28.59975832351753,195793600,0.0010896401407505252,28.439656753548498,27.729664762483687,26.781291402308064,0.003928303593643461,1
2015-02-23,29.57369041442871,29.57369041442871,28.831013589751244,28.911062812304195,283896400,0.01088486431476876,28.561510266203605,27.952023773779644,26.983209246577463,0.004373524367057297,1
2015-02-24,29.389118194580078,29.707092566907406,29.166759727441313,29.56033516429479,276912400,0.022457574673258707,28.803879968189698,28.271997008795193,27.201644079273205,0.008853945667693706,0
2015-02-25,28.637554168701172,29.262384500773326,28.495244842321494,29.253488259355986,298846800,-0.010380359465931854,28.978654671656933,28.525263627434875,27.419354384164603,0.012118951864247053,0
2015-02-26,29.0,29.10006066310566,28.152814516558337,28.637554498809845,365150000,-0.02105505350628234,28.99243981165647,28.6591238003222,27.548571049799857,0.017126597634789038,1
2015-02-27,28.564186096191406,29.03336285897491,28.51526693473168,28.906616833486662,248059200,0.009395436844581218,29.053811513650295,28.746734133599393,27.705748248988193,0.017582769778313405,0
2015-03-02,28.70425796508789,28.968865123087966,28.52859624288527,28.739836139406872,192386800,-0.005769637278568829,29.01956617907083,28.790538222637213,27.831552643268015,0.01711172028980681,0
2015-03-03,28.764297485351562,28.799875661866288,28.481901222763646,28.675355436986415,151265200,-0.0022436002107905084,28.842570233609155,28.823225100899425,27.958008581632622,0.011147025396773825,1
2015-03-04,28.581958770751953,28.808765380244864,28.53304302450965,28.706482375027377,126665200,0.0010854944103260156,28.733169056743435,28.85591186420018,28.08103758965232,0.011202592083683021,0
2015-03-05,28.10835075378418,28.62866905077443,27.96381732802196,28.590868496848426,226068400,-0.004027448458105987,28.723831856351147,28.85813583400381,28.198285829139888,0.005989757131762146,0
2015-03-06,28.150592803955078,28.76652525661798,28.074991709340917,28.550837186219347,291368400,-0.0014001432182269014,28.65267592689769,28.85324372027399,28.29145424137884,0.002605313660472272,0
2015-03-09,28.270662307739258,28.810995279684807,27.808156175542326,28.452996227639467,354114000,-0.003426903314313501,28.59530794454421,28.80743706180752,28.37973041779358,0.0020053686406853394,0
2015-03-10,27.68586540222168,28.288456909775928,27.52799102465237,28.108347014999616,275426400,-0.012112932145439737,28.48190626014685,28.662238246878,28.467117627836597,0.0049690940304155376,0
2015-03-11,27.181110382080078,27.7436772774365,27.152204379492783,27.739230852600457,275756000,-0.013131905700544566,28.288455955661465,28.51081250620245,28.51803806681866,0.005397721300402078,0
2015-03-12,27.672523498535156,27.772585873420383,27.045472395807206,27.19667629203401,193450800,-0.019559106142828964,28.00961751469858,28.366724685524865,28.512924242923532,0.007463004236323515,1
2015-03-13,27.48128890991211,27.883758988182482,27.256708024223766,27.661400466261505,207309200,0.0170875355957969,27.83173017070701,28.24220304880235,28.49446859120087,0.0142432007624495,0
2015-03-16,27.78369903564453,27.78369903564453,27.32119455940393,27.54577546449357,143497200,-0.004180012574163117,27.650286018077832,28.12279698131102,28.456667601974118,0.014210108632142416,1
2015-03-17,28.248432159423828,28.31069228587761,27.93935389134169,27.99494353231274,204092400,0.016306241528692755,27.627605321540454,28.05475579084365,28.438990445871536,0.01679238831537146,1
2015-03-18,28.56640625,28.719834208802933,28.099453584271714,28.239538875051814,261083600,0.008737125776187238,27.72766692603073,28.0080614408461,28.431986652523136,0.015545050220997754,1
2015-03-19,28.35071563720703,28.739843106737325,28.328480121097527,28.62866382972867,183238000,0.013779437277590567,28.01406443356966,28.011840974134124,28.434988404068964,0.008751496877109485,0
2015-03-20,27.994945526123047,28.550840278963356,27.830400652138934,28.517487849174326,274780400,-0.003883380000393011,28.185281910152224,28.00850604042962,28.43087488035181,0.009687990390699201,0
2015-03-23,28.286231994628906,28.428541336208223,28.13280404655136,28.266220538685488,150838800,-0.008810990358539383,28.32937092499061,27.989828471534217,28.398632766670868,0.011048517407767959,1
2015-03-24,28.170610427856445,28.470792489858958,28.141702725300167,28.2906842705343,131369200,0.0008654758712907107,28.38851907263492,28.00806219708769,28.335150221982843,0.009176440574230916,0
2015-03-25,27.434598922729492,28.199512923167894,27.434598922729492,28.137252796892433,206620800,-0.005423392102313684,28.368061857003045,28.047864391516885,28.27933844885967,0.008808194720297752,0
2015-03-26,27.625823974609375,27.76813330160785,27.261156112118154,27.29673429209827,190291600,-0.0298720884679613,28.101675949476963,28.057870191523314,28.212297438524086,0.01194860605073681,1
2015-03-27,27.40569496154785,27.72811422368741,27.330093858713987,27.699208219038226,158184800,0.014744398455622587,27.938020023449745,28.061650966800983,28.151927007801667,0.01624133255889949,0
2015-03-30,28.099449157714844,28.106119642444803,27.572458810054766,27.58357741557871,188398800,-0.004174516561814223,27.801491398828386,28.065431161909498,28.09411407161026,0.016151367450655246,1
2015-03-31,27.668075561523438,28.12613365015108,27.652510530253405,28.03718988726754,168362400,0.01644501961636924,27.75079252217504,28.069655797404977,28.062205794124317,0.018796966496916704,0
2015-04-01,27.6280460357666,27.821498558372735,27.372333399161498,27.75479032396762,162485600,-0.010072320529817658,27.67430002759007,28.02118094229656,28.014621191571326,0.019141717674000032,1
2015-04-02,27.8659725189209,27.91933809418971,27.614707976255076,27.801488337926436,128880400,0.0016825208698654226,27.77525083675571,27.938463393116336,27.975152183625227,0.011620737692509686,0
2015-04-06,28.317359924316406,28.352938105262208,27.64583787534428,27.67696793544134,148776000,-0.004478911379547479,27.77080278003633,27.85441140174304,27.931458721086322,0.010150576986404992,1
2015-04-07,28.01940155029297,28.488576533226613,28.012731065181562,28.38184537852191,140049200,0.025468015308784953,27.930456372624967,27.86597388572668,27.927901178630446,0.014787554635867561,0
2015-04-08,27.928237915039062,28.106125461485597,27.788152617323846,27.983827561245935,149316800,-0.014023676472326052,27.919783907420644,27.835288214797846,27.92167520594277,0.015566154814317307,1
2015-04-09,28.14170265197754,28.146150773802955,27.71922268747943,27.983828256403573,129936000,2.4841406487396966e-08,27.96559149390784,27.819945760748958,27.93390507613292,0.014604942153338385,1
2015-04-10,28.261768341064453,28.286227914663616,27.85262946715282,28.00605569663922,160752000,0.0007942959066209454,28.006504965650397,27.890877901203048,27.97437404636318,0.014611058485458005,1
2015-04-13,28.206180572509766,28.588639230734085,28.152814997705434,28.544164808218575,145460400,0.019214027045012738,28.17994434020584,27.975373560121085,28.01851226346103,0.015947090233022567,0
2015-04-14,28.08388328552246,28.30401775731362,27.997163593711978,28.239533579423085,102098400,-0.010672276832839,28.151481980386073,28.040969176505524,28.053200169207507,0.012999769293954175,0
2015-04-15,28.19062042236328,28.268445585854018,28.019405062683663,28.10834883372793,115881600,-0.004645428910013738,28.17638623488248,28.048085071151558,28.05887043427827,0.011190250435764597,0
2015-04-16,28.05497932434082,28.261772854593556,28.041638353505544,28.079438901846288,113476000,-0.0010285176142026398,28.195508363971022,28.080549928939433,28.050865435617993,0.011221217599074332,0
2015-04-17,27.739229202270508,28.04830745205387,27.674745018986492,27.917116721430638,207828000,-0.00578081994384072,28.177720568929306,28.092112767289848,28.01528808020309,0.01159132146053296,1
2015-04-20,28.372949600219727,28.488575295536634,27.832618275676225,27.921562031706713,188217200,0.00015923242791981984,28.053200013626928,28.11657217691639,27.98549178932971,0.004285488371134179,1
2015-04-21,28.219526290893555,28.50636734678086,28.16615901385577,28.484133526040274,129740400,0.020148281593082906,28.102120002950368,28.126800991668222,27.99638743869745,0.01056361817438574,0
2015-04-22,28.599748611450195,28.65533823533681,28.08832508956976,28.23730487443532,150618000,-0.008665478673567595,28.127911211091845,28.152148722987164,27.993718468892503,0.01130125945286003,1
2015-04-23,28.83322525024414,28.99999411924272,28.493017028920743,28.528595201941556,183083600,0.010315797800163118,28.2177424711109,28.20662541754096,28.01328558914496,0.011922285215095797,1
2015-04-24,28.968870162963867,29.04669700871143,28.73539301864322,29.015566948996813,178103600,0.017069601345884644,28.437432516624135,28.30757654277672,28.09922722198989,0.011981527161582715,1
2015-04-27,29.49586296081543,29.602597517346723,29.162325105730794,29.42026186129765,387816800,0.013947510073203162,28.737172482542327,28.395186248084627,28.185279904102856,0.011351914966808416,1
2015-04-28,29.031129837036133,29.916115857851434,28.810997058474765,29.89833016079196,475696000,0.016249627612023643,29.02001180949266,28.56106590622151,28.301017541363517,0.010640549962454712,0
2015-04-29,28.604198455810547,29.260155378633304,28.528597377068202,28.94218433943495,253544400,-0.0319799071123672,29.160987702492584,28.644449456792216,28.34626726397189,0.020904460877667716,0
2015-04-30,27.828174591064453,28.60420550349986,27.701430277592415,28.60420550349986,332781600,-0.01167772383629595,29.17610976280425,28.696926116957577,28.388738022948502,0.02183136096056108,0
2015-05-01,28.673133850097656,28.93551869889833,27.861526513744302,28.039412332804034,234050400,-0.01974510953037034,28.98087883956569,28.709155678094913,28.400634222692382,0.021136544577285345,1
2015-05-04,28.617544174194336,29.033356962148268,28.519705871146353,28.795431689470476,203953200,0.026962739007976744,28.855912805200255,28.796542643871287,28.456557410393838,0.024791442557397483,0
2015-05-05,27.972702026367188,28.56195073733543,27.968253906023552,28.495242503867665,197085600,-0.010424889226876233,28.575295273815396,28.79765354165403,28.462227266661124,0.022053101014697565,0
2015-05-06,27.797046661376953,28.18395011696757,27.430154663757296,28.141701443747092,288564000,-0.012407020577999583,28.415198694677827,28.788093198585205,28.470120960786183,0.018485600179180803,0
2015-05-07,27.968975067138672,28.152070633388597,27.692097515406704,27.859563034667513,175763600,-0.010025634364842828,28.266270200911357,28.721189981857805,28.463907699699384,0.018360987306840937,1
2015-05-08,28.495933532714844,28.495933532714844,28.15876914169282,28.286042868912773,222201600,0.015308202562781092,28.315596308133102,28.6482375738494,28.477907058313058,0.018074386364566382,1
2015-05-11,28.205650329589844,28.482526091459835,28.051581554764905,28.4445676611121,168143200,0.005604346742101196,28.245423502461428,28.550668153830838,28.472927200957734,0.01225090820182025,0
2015-05-12,28.105180740356445,28.330699748396363,27.8707283299041,28.044892198904186,192640000,-0.014051029601491516,28.15535344146873,28.365324357642066,28.46319513193179,0.012933837930813421,1
2015-05-13,28.13644027709961,28.399919425982123,28.105180183465016,28.167700370734202,138776800,0.004378985341038755,28.16055322686616,28.287875960771988,28.466162708782104,0.012068293954115409,1
2015-05-14,28.792909622192383,28.792909622192383,28.393226674292507,28.44904852443522,180814000,0.009988325280303467,28.278450324819698,28.272360262865526,28.484643189911548,0.01109043177813368,1
2015-05-15,28.752721786499023,28.91348900011978,28.627681377481903,28.819708693356944,152832000,0.013028912675352222,28.38518348970853,28.350389898920817,28.529772788507863,0.010556015331729363,0
2015-05-18,29.069780349731445,29.18812237147555,28.661164094483212,28.66563079542484,203531600,-0.005346268401651866,28.42939611657108,28.337409809516252,28.56697622669377,0.011201698281268168,1
2015-05-19,29.042984008789062,29.223846196970214,28.94696868731493,29.18142106006961,178532800,0.017993333840296666,28.65670188880416,28.406027665136445,28.60184060339524,0.008949083388630543,0
2015-05-20,29.040754318237305,29.246178286398866,28.879987141920466,29.027357621393374,145819600,-0.005279504324313011,28.828633338935997,28.494593282901075,28.64134324074314,0.01078294740462582,1
